Company,CUSIP,Shares,Value,Discretion,PutCall
DEVON ENERGY CORP,25179M103,14189,497466,SOLE,
DIAGEO P L C  - ADR,25243q205,126995,12119133,SOLE,
DORIAN LPG LIMITED,Y2106R110,19349,576600,SOLE,
ELEVANCE HEALTH,036752103,2696,871132,SOLE,
EMBECTA CORP,29082K105,41279,582447,SOLE,
EMERSON ELECTRIC CO,291011104,9188,1205282,SOLE,
EMPLOYERS HOLDING INC,292218104,19364,822583,SOLE,
ENTERPRISE PRODUCTS PARTNERS,293792107,108435,3390762,SOLE,
ENVISTA HOLDINGS CORP,29415F104,1452374,29584858,SOLE,
FEDEX CORP.,31428X106,113295,26716094,SOLE,
FIRST INTERSTATE BANCSYSTEM INC,32055Y201,27239,868107,SOLE,
FMC CORP.,302491303,223902,7529824,SOLE,
G III APPAREL,36237H101,32393,861978,SOLE,
GENERAL MOTORS,37045V100,22023,1342742,SOLE,
GLOBE LIFE INC.,37959E102,29139,4166003,SOLE,
GSK PLC ADR,37733W204,82243,3549608,SOLE,
HAFNIA LTD,Y2990R101,161597,967966,SOLE,
HALEON PLC ADR,405552100,76668,687712,SOLE,
HCI GROUP INC,40416E103,9394,1802990,SOLE,
HEARTLAND EXPRESS INC.,422347104,68750,576125,SOLE,
HELMERICH & PAYNE,423452101,26389,582933,SOLE,
HERBALIFE LTD,G4412G101,44136,372508,SOLE,
HF SINCLAIR CORP,403949100,14308,748881,SOLE,
IONIS PHARMACEUTICALS INC.,462222100,2901216,189797551,SOLE,
JOHNSON & JOHNSON,478160104,242003,44872196,SOLE,
KENVUE INC.,49177J102,41041,666095,SOLE,
KT CORP - ADR,48268K101,70591,1376525,SOLE,
LAMB WESTON HOLDINGS INC,513272104,14189,824097,SOLE,
MATADOR RESOURCES CO.,576485205,15489,695921,SOLE,
NOBLE CORP PLC,G65431127,29669,839039,SOLE,
NOVARTIS AG AMERICAN DEPOSITORY SHARES,66987v109,76054,9753165,SOLE,
NUTRIEN LTD,67077M108,14615,858476,SOLE,
ORION SA,L72967109,33541,254241,SOLE,
PHILLIPS 66,718546104,12502,1700522,SOLE,
PNC FINANCIAL SERVICES GROUP INC.,693475105,5204,1045640,SOLE,
PROGRESSIVE CORP,743315103,13711,3385931,SOLE,
PROSPECT CAPITAL CORP,74348T102,139622,383961,SOLE,
RESIDEO TECHNOLOGIES,76118Y104,39989,1726725,SOLE,
SEALED AIR CORPORATION,81211K100,509581,18013688,SOLE,
SIMMONS FIRS NATIONAL CORP-A,828730200,41660,798622,SOLE,
SIRIUS XM HOLDINGS INC,829933100,25800,600495,SOLE,
"STONEX GROUP, INC.",861896108,19436,1961481,SOLE,
TIDEWATER INC,88642R109,14189,756699,SOLE,
TORM PLC-A,G89479102,40007,824944,SOLE,
TOTALENERGIES SE ADR,89151E109,132189,7890361,SOLE,
TRUIST FINANCIAL CORP,89832Q109,575735,26322604,SOLE,
TYSON FOODS,902494103,14189,770463,SOLE,
U-HAUL HOLDING CO - NON VOTING,023586506,464565,23646359,SOLE,
UNILEVER PLC SPONSORED ADR,904767704,62616,3711876,SOLE,
UNION PACIFIC CORP,907818108,20131,4758364,SOLE,
UNITED PARCEL SERVICE,911312106,8546,713847,SOLE,
UNITEDHEALTH GROUP,91324P102,2137,737906,SOLE,
US BANCORP,902973304,196125,9478721,SOLE,
VERIZON COMMUNICATIONS,92343V104,23972,1053569,SOLE,
VERTEX PHARMACEUTICALS,92532F100,39065,15299417,SOLE,
WEIS MARKETS INC,948849104,11610,834411,SOLE,
WELLS FARGO & CO,949746101,581595,48749293,SOLE,
WESTERN UNION,959802109,92417,738412,SOLE,
WINTRUST FINANCIAL,97650W108,9052,1198847,SOLE,
ZIONS BANCORPORATION N.A.,989701107,20647,1168207,SOLE,
