Company,CUSIP,Shares,Value,Discretion
Solventum Corp.,83444M101,5492661,416563410,SOLE
State Street Corp.,857477103,72251,7683171,SOLE
"Sun Communities, Inc.",866674104,38370,4853421,SOLE
"Sunstone Hotel Investors, Inc.",867892101,1155480,10029566,SOLE
Taiwan Semiconductor Manufacturing,874039100,7200,1630728,SOLE
"Teck Resources Ltd., Class B",878742204,11034993,445593017,SOLE
Terreno Realty Corp.,88146M101,104197,5842326,SOLE
"Texas Instruments, Inc.",882508104,2380207,494178489,SOLE
"Trip.com Group Ltd., ADR",89677Q107,4949468,290236804,SOLE
Truist Financial Corp.,89832Q109,155845,6699777,SOLE
Tyson Foods Inc,902494103,8956466,501024708,SOLE
U.S. Bancorp,902973304,19331637,874756569,SOLE
"UDR, Inc.",902653104,161990,6614052,SOLE
UnitedHealth Group Inc.,91324P102,1132885,353426134,SOLE
"Vale S.A., ADR",91912E105,2948514,28630071,SOLE
"Ventas, Inc.",92276F100,203350,12841553,SOLE
Viatris Inc.,92556V106,66375520,592733394,SOLE
"VICI Properties, Inc.",925652109,169740,5533524,SOLE
Wells Fargo & Co.,949746101,8176423,655095014,SOLE
"Wesco International, Inc.",95082P105,290746,53846159,SOLE
