Company,CUSIP,Shares,Value,Discretion
M & T BK CORP,55261F104,86822,16323404,SOLE
MARKER THERAPEUTICS INC,57055L206,15000,46650,SOLE
MCDONALDS CORP,580135101,1077,312212,SOLE
MEDTRONIC PLC,G5960L103,323955,25877525,SOLE
MERCK & CO INC,58933Y105,2862,284712,SOLE
META PLATFORMS INC,30303M102,37968,22230644,SOLE
MICROSOFT CORP,594918104,141099,59473229,SOLE
MORGAN STANLEY,617446448,280424,35254905,SOLE
NEXTERA ENERGY INC,65339F101,232315,16654662,SOLE
NUCOR CORP,670346105,2698,314884,SOLE
NVIDIA CORPORATION,67066G104,8767,1177320,SOLE
PARAMOUNT GLOBAL,92556H206,19310,201983,SOLE
PAYPAL HLDGS INC,70450Y103,214063,18270277,SOLE
PEPSICO INC,713448108,64477,9804373,SOLE
PFIZER INC,717081103,253278,6719465,SOLE
PNC FINL SVCS GROUP INC,693475105,168547,32504289,SOLE
PROCTER AND GAMBLE CO,742718109,2185,366315,SOLE
PROVIDENT FINL SVCS INC,74386T105,13623,257066,SOLE
QUALCOMM INC,747525103,174254,26768899,SOLE
RTX CORPORATION,75513E101,69897,8088481,SOLE
SELECT SECTOR SPDR TR,81369Y803,1180,274374,SOLE
SKYX PLATFORMS CORP,78471E105,158333,183666,SOLE
SPDR GOLD TR,78463V107,966,233898,SOLE
SPDR S&P MIDCAP 400 ETF TR,78467Y107,6566,3739814,SOLE
SPDR SER TR,78468R796,14054,676717,SOLE
SPDR SER TR,78464A409,3411,299827,SOLE
SPDR SER TR,78464A763,3852,508886,SOLE
STARBUCKS CORP,855244109,206469,18840296,SOLE
T ROWE PRICE ETF INC,87283Q107,60480,2546813,SOLE
TE CONNECTIVITY PLC,G87052109,92655,13246885,SOLE
TESLA INC,88160R101,833,336399,SOLE
TEXAS INSTRS INC,882508104,87455,16398687,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,19456,10121595,SOLE
TYSON FOODS INC,902494103,167977,9648599,SOLE
UNION PAC CORP,907818108,68721,15671137,SOLE
UNITEDHEALTH GROUP INC,91324P102,17411,8807528,SOLE
US BANCORP DEL,902973304,621618,29731989,SOLE
VANGUARD INDEX FDS,922908751,1169,280866,SOLE
VANGUARD INDEX FDS,922908744,5486,928782,SOLE
VANGUARD INDEX FDS,922908363,20109,10834728,SOLE
VANGUARD INDEX FDS,922908629,1332,351941,SOLE
VANGUARD INDEX FDS,922908736,3136,1287187,SOLE
VANGUARD INDEX FDS,922908769,3417,990301,SOLE
VANGUARD INTL EQUITY INDEX F,922042858,43225,1903635,SOLE
VANGUARD SPECIALIZED FUNDS,921908844,3455,676629,SOLE
VANGUARD TAX-MANAGED FDS,921943858,207181,9907372,SOLE
VANGUARD WHITEHALL FDS,921946406,69204,8829676,SOLE
VISA INC,92826C839,969,306243,SOLE
WALMART INC,931142103,4841,437384,SOLE
WELLS FARGO CO NEW,949746101,226756,15927341,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,90227,9530678,SOLE
