Company,CUSIP,Shares,Value,Discretion,PutCall
NIKE INC,654106103,98000,6834,SOLE,
NOV INC,62955J103,51000,676,SOLE,
OMNICOM GROUP INC,681919106,110000,8968,SOLE,
ON SEMICONDUCTOR CORP,682189105,91000,4487,SOLE,
PROSPERITY BANCSHARES INC,743606105,13000,863,SOLE,
PRESTIGE CONSMR HEALTHCARE,74112D101,21000,1310,SOLE,
PEPSICO INC,713448108,28000,3932,SOLE,
PROGYNY INC,74340E103,35000,753,SOLE,
DOUGLAS DYNAMIC INC,25960R105,32500,1016,SOLE,
RALLIANT CORP,750940108,145000,6341,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,325550,7966,SOLE,
RTX CORP,75513E101,18500,3096,SOLE,
SCHLUMBERGER LTD,806857108,253000,8696,SOLE,
S&P GLOBAL INC,78409V104,7800,3796,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,55000,4882,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,346000,10570,SOLE,
CONSTELLATION BRANDS INC,21036P108,28500,3838,SOLE,
STANLEY BLACK & DECKER INC,854502101,79000,5872,SOLE,
SYSCO CORP,871829107,75000,6176,SOLE,
TARGET CORP,87612E106,82000,7355,SOLE,
TIMKEN CO,887389104,12000,902,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,8000,3880,SOLE,
TENNANT CO,880345103,11650,944,SOLE,
TRAVELERS COMPANIES INC,89417E109,24000,6701,SOLE,
TEXAS INSTRS INC,882508104,24000,4410,SOLE,
UBER TECHNOLOGIES INC,90353T100,28000,2743,SOLE,
UNITEDHEALTH GROUP INC,91324P102,16500,5697,SOLE,
UNITED PARCEL SERVICE INC,911312106,73000,6098,SOLE,
US BANCORP DEL,902973304,157348,7605,SOLE,
VISA INC,92826C839,6000,2048,SOLE,
VONTIER CORPORATION,928881101,256000,10744,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,100000,1530,SOLE,
WESCO INTL INC,95082P105,21200,4484,SOLE,
WELLS FARGO CO NEW,949746101,73000,6119,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,15200,5251,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,78000,7683,SOLE,
