Company,CUSIP,Shares,Value,Discretion,PutCall
NEUBASE THERAPEUTICS INC,64132K201,54731,47605,OTR,
NEUBASE THERAPEUTICS INC,64132K201,63579,55301,SOLE,
NEUBASE THERAPEUTICS INC,64132K201,18040,15691,OTR,
NEW YORK CMNTY BANCORP INC,649445103,754900,8560566,OTR,
NEW YORK CMNTY BANCORP INC,649445103,618530,7014130,SOLE,
NEW YORK CMNTY BANCORP INC,649445103,350980,3980113,OTR,
NUVATION BIO INC,67080N119,100000,10000,OTR,
NUVATION BIO INC,67080N101,34995,46893,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,145838,2304240,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,60675,958665,OTR,
RESIDEO TECHNOLOGIES INC,76118Y104,117497,1856453,SOLE,
SEADRILL 2021 LTD,G7997W102,126325,5658097,SOLE,
SEADRILL 2021 LTD,G7997W102,73280,3282211,OTR,
SEADRILL 2021 LTD,G7997W102,160290,7179389,OTR,
SOTERA HEALTH CO,83601L102,71939,1077646,OTR,
SOTERA HEALTH CO,83601L102,131500,1969870,SOLE,
SOTERA HEALTH CO,83601L102,133531,2000294,OTR,
SOUTHWESTERN ENERGY CO,845467109,3698890,23857841,SOLE,
SOUTHWESTERN ENERGY CO,845467109,1892290,12205271,OTR,
SOUTHWESTERN ENERGY CO,845467109,4514430,29118074,OTR,
SPDR GOLD TR,78463V107,31260,5359527,SOLE,
SPDR GOLD TR,78463V107,128741,22072644,OTR,
SPDR GOLD TR,78463V107,271223,46501183,OTR,
TALIS BIOMEDICAL CORP,87424L207,70116,404569,SOLE,
TALIS BIOMEDICAL CORP,87424L207,59500,343315,OTR,
TALIS BIOMEDICAL CORP,87424L207,19436,112146,OTR,
TECK RESOURCES LTD,878742204,535058,23055649,SOLE,
TECK RESOURCES LTD,878742204,653035,28139278,OTR,
TECK RESOURCES LTD,878742204,273730,11795026,OTR,
TENET HEALTHCARE CORP,88033G407,162977,10738555,OTR,
TENET HEALTHCARE CORP,88033G407,402131,26496412,OTR,
TENET HEALTHCARE CORP,88033G407,346672,22842218,SOLE,
THE ODP CORP,88337F105,732063,33784707,OTR,
THE ODP CORP,88337F105,298601,13780436,OTR,
THE ODP CORP,88337F105,583686,26937109,SOLE,
VANECK ETF TRUST,92189H607,2800,966112,OTR,
VANECK ETF TRUST,92189H607,3080,1062723,SOLE,
VANECK ETF TRUST,92189H607,1080,372643,OTR,
WEATHERFORD INTL PLC,G48833118,80530,7274275,OTR,
WEATHERFORD INTL PLC,G48833118,157413,14219116,SOLE,
WEATHERFORD INTL PLC,G48833118,192112,17353477,OTR,
