Company,CUSIP,Shares,Value,Discretion,PutCall
PEPSICO INC,713448108,21000,3149,SOLE,
PROGYNY INC,74340E103,21000,469,SOLE,
DOUGLAS DYNAMIC INC,25960R105,60000,1394,SOLE,
REYNOLDS CONSUMER PRODS INC,76171L106,304850,7274,SOLE,
RTX CORP,75513E101,32392,4291,SOLE,
SHYFT GROUP INC,825698103,225799,1827,SOLE,
SCHLUMBERGER LTD,806857108,252000,10534,SOLE,
S&P GLOBAL INC,78409V104,5400,2744,SOLE,
SS&C TECHNOLOGIES HLDGS INC,78467J100,63281,5286,SOLE,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,446000,10824,SOLE,
STANLEY BLACK & DECKER INC,854502101,84000,6458,SOLE,
SYSCO CORP,871829107,75000,5628,SOLE,
TARGET CORP,87612E106,75000,7827,SOLE,
TIMKEN CO,887389104,13000,934,SOLE,
TENNANT CO,880345103,11300,901,SOLE,
TRAVELERS COMPANIES INC,89417E109,30000,7934,SOLE,
TEXAS INSTRS INC,882508104,23000,4133,SOLE,
UNITEDHEALTH GROUP INC,91324P102,14000,7333,SOLE,
UNITED PARCEL SERVICE INC,911312106,75000,8249,SOLE,
US BANCORP DEL,902973304,168000,7093,SOLE,
VISA INC,92826C839,7000,2453,SOLE,
VONTIER CORPORATION,928881101,292000,9592,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,112000,1781,SOLE,
WESCO INTL INC,95082P105,41000,6367,SOLE,
WELLS FARGO CO NEW,949746101,85716,6154,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,17500,5914,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,80000,9054,SOLE,
