Company,CUSIP,Shares,Value,Discretion
OTIS WORLDWIDE CORP,68902V107,27300,2496039,SOLE
OTIS WORLDWIDE CORP,68902V107,87320,7983669,DFND
PAYCHEX INC,704326107,70000,8873200,SOLE
PAYCHEX INC,704326107,80000,10140800,DFND
PEPSICO INC,713448108,96210,13511732,DFND
PHILIP MORRIS INTL INC,718172109,114500,18571900,DFND
PRICE T ROWE GROUP INC,74144T108,32000,3284480,SOLE
PRICE T ROWE GROUP INC,74144T108,282000,28944480,DFND
PROGRESSIVE CORP,743315103,60000,14817000,SOLE
PROGRESSIVE CORP,743315103,693750,171321563,DFND
RENAISSANCERE HLDGS LTD,G7496G103,3000,761790,SOLE
RENAISSANCERE HLDGS LTD,G7496G103,67000,17013310,DFND
RLI CORP,749607107,192950,12584199,SOLE
RLI CORP,749607107,2201594,143587960,DFND
ROCKWELL AUTOMATION INC,773903109,7900,2761287,SOLE
ROCKWELL AUTOMATION INC,773903109,147000,51380910,DFND
ROLLINS INC,775711104,62475,3669782,SOLE
ROLLINS INC,775711104,1413300,83017243,DFND
RTX CORPORATION,75513E101,54600,9136218,SOLE
RTX CORPORATION,75513E101,169400,28345702,DFND
S&P GLOBAL INC,78409V104,1000,486710,SOLE
S&P GLOBAL INC,78409V104,149690,72855620,DFND
SCHWAB CHARLES CORP,808513105,129000,12315630,SOLE
SCHWAB CHARLES CORP,808513105,1235800,117981826,DFND
SCOTTS MIRACLE-GRO CO,810186106,9000,512550,SOLE
SCOTTS MIRACLE-GRO CO,810186106,159000,9055051,DFND
SEI INVTS CO,784117103,59000,5006150,SOLE
SEI INVTS CO,784117103,114200,9689870,DFND
SHERWIN WILLIAMS CO,824348106,94172,32607997,DFND
SHOPIFY INC,82509L107,102750,15269678,DFND
SONY GROUP CORP,835699307,335000,9644650,DFND
SPOTIFY TECHNOLOGY S A,L8681T102,25900,18078200,DFND
STARBUCKS CORP,855244109,40500,3426300,SOLE
STARBUCKS CORP,855244109,583318,49348703,DFND
SYSCO CORP,871829107,30500,2511370,DFND
TARGET CORP,87612E106,7500,672750,SOLE
TARGET CORP,87612E106,125500,11257350,DFND
TEXAS INSTRS INC,882508104,1,184,SOLE
TEXAS INSTRS INC,882508104,723999,133020337,DFND
THERMO FISHER SCIENTIFIC INC,883556102,55800,27064116,DFND
TRANSUNION,89400J107,3000,251340,SOLE
TRANSUNION,89400J107,98050,8214629,DFND
TYSON FOODS INC,902494103,10000,543000,SOLE
TYSON FOODS INC,902494103,838500,45530550,DFND
UBER TECHNOLOGIES INC,90353T100,123500,12099295,DFND
UNION PAC CORP,907818108,11100,2623707,SOLE
UNION PAC CORP,907818108,115678,27342809,DFND
UNITED RENTALS INC,911363109,31150,29737659,DFND
UNITEDHEALTH GROUP INC,91324P102,26500,9150450,DFND
VERISK ANALYTICS INC,92345Y106,2500,628775,SOLE
VERISK ANALYTICS INC,92345Y106,153450,38594210,DFND
VISA INC,92826C839,76150,25996087,SOLE
VISA INC,92826C839,923135,315139826,DFND
WATSCO INC,942622200,41600,16818880,SOLE
WATSCO INC,942622200,523569,211678947,DFND
WELLS FARGO CO NEW,949746101,32000,2682240,SOLE
WELLS FARGO CO NEW,949746101,172450,14454759,DFND
YUM BRANDS INC,988498101,226451,34420552,DFND
