Company,CUSIP,Shares,Value,Discretion,PutCall
MAKEMYTRIP LTD,V5633W109,161394,13573235,SOLE,
META PLATFORMS INC,30303M102,151509,76393903,SOLE,
MICROSOFT CORP,594918104,940,420133,SOLE,
NATWEST GROUP PLC,639057207,1925064,15458263,SOLE,
NOVARTIS AG,66987V109,202335,21540558,SOLE,
NVIDIA CORP,67066G104,3170,391622,SOLE,
OPPFI INC,68386H103,17606,59684,SOLE,
ORACLE CORP,68389X105,497948,70310262,SOLE,
PDD HOLDINGS INC,722304102,744603,98994969,SOLE,
PETROLEO BRASILEIRO SA,71654V101,3891121,53074890,SOLE,
PFIZER INC,717081103,2003659,56062368,SOLE,
PG&E CORP,69331C108,4224459,73759024,SOLE,
PRUDENTIAL PLC,74435K204,2096759,38412631,SOLE,
QIFU TECHNOLOGY INC,88557W101,1272846,25113252,SOLE,
QUEST DIAGNOSTICS INC,74834L100,476116,65170798,SOLE,
RELX PLC,759530108,534333,24515207,SOLE,
RYANAIR HOLDINGS PLC,783513203,2197755,255906643,SOLE,
SANOFI SA,80105N105,481465,23360685,SOLE,
SAP SE,803054204,207727,41900593,SOLE,
SEAGATE TECHNOLOGY HOLDINGS PLC,G7997R103,382161,39465714,SOLE,
SHELL PLC,780259305,704593,50857498,SOLE,
SUMITOMO MITSUI FINANCIAL GROUP INC,86562M209,18586,249242,SOLE,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,505772,87908231,SOLE,
TAKEDA PHARMACEUTICAL CO LTD,874060205,1354164,17522888,SOLE,
TD SYNNEX CORP,87162W100,638438,73675687,SOLE,
TENCENT MUSIC ENTERTAINMENT GROUP,88034P109,3076879,43230150,SOLE,
TORM PLC,G89479102,11720,458141,SOLE,
TRANSALTA CORP,89346D107,23343,165475,SOLE,
UNILEVER PLC,904767704,4776,262639,SOLE,
VANGUARD FTSE ALL WORLD EX-US SMALL-CAP ETF,922042718,112384,13203996,SOLE,
VANGUARD FTSE ALL-WORLD EX-US ETF,922042775,8039,471427,SOLE,
VANGUARD FTSE DEVELOPED MARKETS ETF,921943858,664149,32822228,SOLE,
VANGUARD FTSE EMERGING MARKETS ETF,922042858,15779,690489,SOLE,
VIPSHOP HOLDINGS LTD,92763W103,3385530,44079601,SOLE,
VISTA ENERGY SAB DE CV,92837L109,240538,10939668,SOLE,
WALT DISNEY CO/THE,254687106,986285,97928199,SOLE,
WEIBO CORP,948596101,1900400,14595072,SOLE,
WHIRLPOOL CORP,963320106,94673,9675597,SOLE,
WIPRO LTD,97651M109,241030,1470283,SOLE,
XTRACKERS HARVEST CSI 300 CHINA A-SHARES ETF,233051879,571674,13474356,SOLE,
ZEBRA TECHNOLOGIES CORP,989207105,149552,46201049,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,660806,71717198,SOLE,
