Company,CUSIP,Shares,Value,Discretion
Davis Select International ETF,23908L405,3890080,89899759,SOLE
Davis Select U.S. Equity ETF,23908L207,3383338,143182860,SOLE
Davis Select Worldwide ETF,23908L306,1916287,72224959,SOLE
"Digital Realty Trust, Inc.",253868103,67130,9619058,SOLE
"Douglas Emmett, Inc",25960P109,268820,4301120,SOLE
"Eastgroup Properties, Inc.",277276101,44750,7882713,SOLE
"Equinix, Inc.",29444U700,15373,12534376,SOLE
Equity Residential,29476L107,99855,7147621,SOLE
"Essex Property Trust, Inc.",297178105,27731,8501493,SOLE
"Everest Group, Ltd.",G3223R108,39662,14410394,SOLE
"Extra Space Storage, Inc.",30225T102,56785,8432005,SOLE
Federal Realty Investment Trust,313745101,32930,3221213,SOLE
Fifth Third Bancorp,316773100,2461119,96475865,SOLE
Full Truck Alliance Co. Ltd.,35969L108,7819344,99853023,SOLE
"Healthpeak Properties, Inc.",42250P103,246806,4990417,SOLE
Highwoods Properties Inc.,431284108,129180,3828895,SOLE
Hudson Pacific Properties Inc.,444097109,2296963,6776041,SOLE
Humana Inc.,444859102,2331343,616873358,SOLE
IAC Inc.,44891N208,2657782,122098505,SOLE
Intel Corp.,458140100,10683,242609,SOLE
iShares S&P 500 Value Index Fund,464287408,19712,3756713,SOLE
"JD.com Inc., Class A, ADR",47215P106,345461,14205356,SOLE
Johnson Controls International plc,G51502105,404164,32377578,SOLE
JPMorgan Chase & Co.,46625H100,639852,156955598,SOLE
"KE Holdings Inc., Class A, ADR",482497104,1860528,37378008,SOLE
Lam Research Corp.,512807306,12280,892756,SOLE
Loews Corp.,540424108,599066,55060156,SOLE
M & T Bank Corp,55261F104,51185,9149319,SOLE
"Markel Group, Inc",570535104,371469,694502157,SOLE
"Meta Platforms, Inc., Class A",30303M102,2210250,1273899708,SOLE
MGM Resorts International,552953101,20815057,616958290,SOLE
Microsoft Corp.,594918104,256523,96296169,SOLE
"Mid-America Apartment Communities, Inc.",59522J103,51450,8621991,SOLE
NetEase Inc. - ADR,64110W102,596114,61352053,SOLE
NetSTREIT Corp.,64119V303,114960,1822116,SOLE
"Noah Holdings Ltd., Class A, ADS",65487X102,1654817,15638021,SOLE
Oracle Corporation,68389X105,136380,19067288,SOLE
Owens Corning,690742101,1787242,255253902,SOLE
"PNC Financial Services Group, Inc.",693475105,495808,87148172,SOLE
"Prologis, Inc.",74340W103,171756,19200603,SOLE
"Public Storage, Inc.",74460D109,49760,14892670,SOLE
Quest Diagnostics Inc.,74834L100,2388302,404100698,SOLE
Regency Centers Corporation,758849103,118140,8714006,SOLE
RenaissanceRe Holdings Ltd,G7496G103,143801,34512240,SOLE
"Restaurant Brands International, Inc.",76131D103,3372511,224744133,SOLE
"Rexford Industrial Realty, Inc.",76169C100,363620,14235723,SOLE
RH,74967X103,2240,525078,SOLE
"Rocket Companies, Inc., Class A",77311W101,3139289,37891218,SOLE
SAP SE - ADR,803054204,76126,20435263,SOLE
"Sea Ltd., Class A, ADR",81141R100,514628,67153808,SOLE
"Simon Property Group, Inc.",828806109,68033,11298921,SOLE
"Skechers U.S.A., Inc., Class A",830566105,6000,340680,SOLE
Solventum Corp.,83444M101,5288138,402110014,SOLE
State Street Corp.,857477103,72704,6509189,SOLE
"Sun Communities, Inc.",866674104,25040,3221146,SOLE
"Sunstone Hotel Investors, Inc.",867892101,791730,7450179,SOLE
"Teck Resources Ltd., Class B",878742204,11190628,407674578,SOLE
Terreno Realty Corp.,88146M101,100827,6374283,SOLE
"Texas Instruments, Inc.",882508104,2431035,436857041,SOLE
"Trip.com Group Ltd., ADR",89677Q107,4862997,309189350,SOLE
Truist Financial Corp.,89832Q109,156431,6437136,SOLE
Tyson Foods Inc,902494103,4679582,298604128,SOLE
U.S. Bancorp,902973304,14889014,628614167,SOLE
"UDR, Inc.",902653104,158610,7164414,SOLE
UnitedHealth Group Inc.,91324P102,48519,25411827,SOLE
"Vale S.A., ADR",91912E105,2733513,27280459,SOLE
"Ventas, Inc.",92276F100,250190,17203064,SOLE
Viatris Inc.,92556V106,64948236,565699135,SOLE
"VICI Properties, Inc.",925652109,143440,4679013,SOLE
Wells Fargo & Co.,949746101,8468647,607964158,SOLE
"Wesco International, Inc.",95082P105,258503,40145516,SOLE
