Company,CUSIP,Shares,Value,Discretion
NUTRIEN LTD,67077M108,6961,404804,SOLE
ORION SA,L72967109,16329,171291,SOLE
PHILLIPS 66,718546104,12874,1535868,SOLE
POLESTAR AUTOMOTIVE-CL A,731105201,22607,24189,SOLE
PROFRAC HOLDINGS A,74319N100,27632,214424,SOLE
PROGRESSIVE CORP,743315103,13711,3658917,SOLE
PROSPECT CAPITAL CORP,74348T102,67032,213162,SOLE
RESIDEO TECHNOLOGIES,76118Y104,19467,429442,SOLE
SEALED AIR CORPORATION,81211K100,516397,16023799,SOLE
SIMMONS FIRS NATIONAL CORP-A,828730200,20476,388225,SOLE
SIRIUS XM HOLDINGS INC,829933100,12560,288503,SOLE
TIDEWATER INC,88642R109,6907,318620,SOLE
TORM PLC-A,G89479102,19093,318089,SOLE
TOTALENERGIES SE ADR,89151E109,133168,8175184,SOLE
TRUIST FINANCIAL CORP,89832Q109,580542,24957501,SOLE
TYSON FOODS,902494103,6907,386378,SOLE
U-HAUL HOLDING CO - NON VOTING,023586506,475351,25844834,SOLE
UNILEVER PLC SPONSORED ADR,904767704,62957,3851080,SOLE
UNION PACIFIC CORP,907818108,20718,4766797,SOLE
UNITEDHEALTH GROUP,91324P102,1095,341607,SOLE
US BANCORP,902973304,203123,9191316,SOLE
VERIZON COMMUNICATIONS,92343V104,24034,1039951,SOLE
VERTEX PHARMACEUTICALS,92532F100,37253,16585036,SOLE
WELLS FARGO & CO,949746101,598781,47974334,SOLE
WINTRUST FINANCIAL,97650W108,4418,547744,SOLE
ZIONS BANCORPORATION N.A.,989701107,10055,522257,SOLE
