Company,CUSIP,Shares,Value,Discretion,PutCall
ISHARES TR,464288240,39371,2091786,SOLE,
ISHARES TR,464287655,9888,2006134,SOLE,
ISHARES TR,464287614,297803,108552096,SOLE,
ISHARES TR,46436E718,10334,1040737,SOLE,
KASPI KZ JSC,48581R205,9686,1249591,SOLE,
KB FINL GROUP INC,48241A105,78267,4430695,SOLE,
KINSALE CAP GROUP INC,49714P108,2315,891923,SOLE,
LAS VEGAS SANDS CORP,517834107,196374,8689550,SOLE,
LGI HOMES INC,50187T106,20103,1799047,SOLE,
MARKETAXESS HLDGS INC,57060D108,8084,1621085,SOLE,
MASTERCARD INCORPORATED,57636Q104,4239995,1870516110,SOLE,
MEDPACE HLDGS INC,58506Q109,17341,7141922,SOLE,
MEDTRONIC PLC,G5960L103,1049969,82643041,SOLE,
MERCADOLIBRE INC,58733R102,31040,51010796,SOLE,
META PLATFORMS INC,30303M102,808,407328,SOLE,
MICROSOFT CORP,594918104,8985549,4016091007,SOLE,
MONOLITHIC PWR SYS INC,609839105,2442,2006543,SOLE,
MORNINGSTAR INC,617700109,8064,2385734,SOLE,
MSCI INC,55354G100,1650450,795104495,SOLE,
NETEASE INC,64110W102,4000,382320,SOLE,
NETFLIX INC,64110L106,2119328,1430292278,SOLE,
NIKE INC,654106103,8967481,675879010,SOLE,
NOVO-NORDISK A S,670100205,7447972,1063123485,SOLE,
OLLIES BARGAIN OUTLET HLDGS,681116109,12800,1256576,SOLE,
OPTION CARE HEALTH INC,68404L201,153541,4253075,SOLE,
PAYCOM SOFTWARE INC,70432V102,2236125,319855358,SOLE,
PAYPAL HLDGS INC,70450Y103,12770,741064,SOLE,
PDD HOLDINGS INC,722304102,54875,7295631,SOLE,
POOL CORP,73278L105,3485,1071045,SOLE,
PROGYNY INC,74340E103,348292,9964641,SOLE,
QUALYS INC,74758T303,25568,3645964,SOLE,
REPLIGEN CORP,759916109,14572,1836896,SOLE,
REVOLVE GROUP INC,76156B107,511992,8145789,SOLE,
RH,74967X103,8283,2024799,SOLE,
SALESFORCE INC,79466L302,6714688,1726346373,SOLE,
SAP SE,803054204,1254529,253051104,SOLE,
SERVICENOW INC,81762P102,2482798,1953142963,SOLE,
SHOPIFY INC,82509L107,14722354,972411504,SOLE,
SITEONE LANDSCAPE SUPPLY INC,82982L103,17111,2077481,SOLE,
SITIME CORP,82982T106,46054,5728137,SOLE,
SKILLSOFT CORP,83066P309,73112,1011139,DFND,
SPDR SER TR,78468R663,91892,8433889,SOLE,
TENCENT MUSIC ENTMT GROUP,88034P109,1504807,21142538,SOLE,
TETRA TECH INC NEW,88162G103,3309,676624,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,3102010,1715411476,SOLE,
TOPGOLF CALLAWAY BRANDS CORP,131193104,153111,2342604,SOLE,
TREX CO INC,89531P105,5379,398691,SOLE,
TYLER TECHNOLOGIES INC,902252105,3110,1563646,SOLE,
UNILEVER PLC,904767704,500714,27534279,SOLE,
UNITEDHEALTH GROUP INC,91324P102,2249052,1145352473,SOLE,
VANGUARD SCOTTSDALE FDS,92206C680,34536,3239822,SOLE,
VISA INC,92826C839,7997622,2099135812,SOLE,
WARBY PARKER INC,93403J106,463853,7449480,SOLE,
WORKDAY INC,98138H101,3428901,766565106,SOLE,
YETI HLDGS INC,98585X104,120632,4602124,SOLE,
YUM CHINA HLDGS INC,98850P109,201365,6210097,SOLE,
ZOETIS INC,98978V103,7046051,1221503402,SOLE,
