Company,CUSIP,Shares,Value,Discretion
INVESCO QQQ TR,46090E103,1451,891791,SOLE
ISHARES INC,46434G103,3837,257936,SOLE
ISHARES TR,464287655,10326,2541935,SOLE
ISHARES TR,464287465,14854,1426497,SOLE
ISHARES TR,464287622,697,260377,SOLE
ISHARES TR,464287507,5104,336864,SOLE
ISHARES TR,46435G516,6036,573963,SOLE
ISHARES TR,464287804,62874,7556209,SOLE
ISHARES TR,464287630,1765,319836,SOLE
ISHARES TR,464287598,6305,1326254,SOLE
ISHARES TR,464287614,24187,11447926,SOLE
ISHARES TR,464287200,3278,2245419,SOLE
ISHARES TR,464287499,58927,5672978,SOLE
JOHNSON & JOHNSON,478160104,3106,642787,SOLE
JPMORGAN CHASE & CO.,46625H100,136135,43865500,SOLE
L3HARRIS TECHNOLOGIES INC,502431109,40674,11940550,SOLE
LOCKHEED MARTIN CORP,539830109,33077,15998347,SOLE
LOWES COS INC,548661107,65036,15684077,SOLE
M & T BK CORP,55261F104,86333,17394413,SOLE
MARKER THERAPEUTICS INC,57055L206,15000,22350,SOLE
MCDONALDS CORP,580135101,1090,333270,SOLE
MEDTRONIC PLC,G5960L103,369541,35498130,SOLE
MERCK & CO INC,58933Y105,2862,301254,SOLE
META PLATFORMS INC,30303M102,32186,21245979,SOLE
MICROSOFT CORP,594918104,142717,69020618,SOLE
MORGAN STANLEY,617446448,260503,46247037,SOLE
NEXTERA ENERGY INC,65339F101,267857,21503530,SOLE
NUCOR CORP,670346105,2468,402555,SOLE
NVIDIA CORPORATION,67066G104,8055,1502295,SOLE
PALANTIR TECHNOLOGIES INC,69608A108,2313,411136,SOLE
PAYPAL HLDGS INC,70450Y103,267919,15641119,SOLE
PEPSICO INC,713448108,204668,29373936,SOLE
PNC FINL SVCS GROUP INC,693475105,191080,39884077,SOLE
PROCTER AND GAMBLE CO,742718109,2194,314493,SOLE
QUALCOMM INC,747525103,217557,37213198,SOLE
SELECT SECTOR SPDR TR,81369Y803,2316,333439,SOLE
SKYX PLATFORMS CORP,78471E105,201666,437615,SOLE
SPDR GOLD TR,78463V107,1075,426033,SOLE
SPDR S&P MIDCAP 400 ETF TR,78467Y107,6116,3690067,SOLE
SPDR SERIES TRUST,78464A763,3780,526044,SOLE
SPDR SERIES TRUST,78468R796,13023,731818,SOLE
SPDR SERIES TRUST,78464A409,2998,319887,SOLE
STARBUCKS CORP,855244109,226198,19048102,SOLE
T ROWE PRICE ETF INC,87283Q107,74722,3725639,SOLE
TARGET CORP,87612E106,143580,14034952,SOLE
TE CONNECTIVITY PLC,G87052109,46558,10592411,SOLE
TESLA INC,88160R101,504,226659,SOLE
TEXAS INSTRS INC,882508104,133884,23227567,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,21341,12366227,SOLE
TYSON FOODS INC,902494103,372014,21807486,SOLE
UNITEDHEALTH GROUP INC,91324P102,721,237911,SOLE
US BANCORP DEL,902973304,709254,37845801,SOLE
VANGUARD INDEX FDS,922908751,1148,296208,SOLE
VANGUARD INDEX FDS,922908744,26279,5019040,SOLE
VANGUARD INDEX FDS,922908629,5062,1469095,SOLE
VANGUARD INDEX FDS,922908769,3134,1050760,SOLE
VANGUARD INDEX FDS,922908363,28186,17676652,SOLE
VANGUARD INDEX FDS,922908736,3145,1534574,SOLE
VANGUARD INTL EQUITY INDEX F,922042858,42633,2291954,SOLE
VANGUARD SPECIALIZED FUNDS,921908844,3535,777067,SOLE
VANGUARD TAX-MANAGED FDS,921943858,234854,14671368,SOLE
VANGUARD WHITEHALL FDS,921946406,98624,14154549,SOLE
VISA INC,92826C839,1149,402954,SOLE
WALMART INC,931142103,3716,414006,SOLE
WELLS FARGO CO NEW,949746101,216756,20201680,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,30032,2700498,SOLE
