Company,CUSIP,Shares,Value,Discretion
OKTA INC,679295105,21649,1609387,SOLE
ONESTREAM INC,68278B107,100000,3390000,SOLE
PAGSEGURO DIGITAL LTD,G68707101,151045,1300497,SOLE
PAPA JOHNS INTL INC,698813102,17191,926079,SOLE
PAYPAL HLDGS INC,70450Y103,35426,2764291,SOLE
PEABODY ENERGY CORP,704551100,93846,2490673,SOLE
PENNYMAC FINL SVCS INC NEW,70932M107,12798,1458588,SOLE
PERIMETER SOLUTIONS SA,L7579L106,158427,2130843,SOLE
PERRIGO CO PLC,G97822103,54618,1432630,SOLE
PHILIP MORRIS INTL INC,718172109,1923751,233543371,SOLE
PINTEREST INC,72352L106,57180,1850917,SOLE
PLANET FITNESS INC,72703H101,342322,27803393,SOLE
PLAYA HOTELS & RESORTS NV,N70544106,207357,1607017,SOLE
PVH CORPORATION,693656100,27296,2752256,SOLE
QORVO INC,74736K101,18339,1894419,SOLE
QUIDELORTHO CORP,219798105,1614197,73607383,SOLE
RAPID7 INC,753422104,42093,1679090,SOLE
RENTOKIL INITIAL PLC,760125104,594459,14819863,SOLE
REVOLVE GROUP INC,76156B107,87351,2164558,SOLE
ROCKET PHARMACEUTICALS INC,77313F106,4118672,76071872,SOLE
ROKU INC,77543R102,29603,2210160,SOLE
S&P GLOBAL INC,78409V104,2356,1217157,SOLE
SALESFORCE INC,79466L302,269862,73863928,SOLE
SALLY BEAUTY HLDGS INC,79546E104,305505,4145703,SOLE
SAVERS VALUE VLG INC,80517M109,205591,2162817,SOLE
SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,436840,47847085,SOLE
SHAKE SHACK INC,819047101,57673,5952430,SOLE
SHARKNINJA INC,G8068L108,20388,2216379,SOLE
SHERWIN WILLIAMS CO,824348106,2438,930511,SOLE
SHOE CARNIVAL INC,824889109,66297,2907123,SOLE
SIGNET JEWELERS LIMITED,G81276100,3240,334174,SOLE
SIRIUSXM HOLDINGS INC,829933100,47926,1133450,SOLE
SIX FLAGS ENTERTAINMENT CORP,83001C108,97868,3945059,SOLE
SKECHERS U S A INC,830566105,7336,490925,SOLE
SLEEP NUMBER CORP,83125X103,50477,924739,SOLE
SMARTSHEET INC,83200N103,37265,2062990,SOLE
SMITH & NEPHEW PLC,83175M205,66985,2085913,SOLE
SOTERA HEALTH CO,83601L102,3497367,58406029,SOLE
SOUTHWEST GAS HLDGS INC,844895102,1765148,130197316,SOLE
SPRINGWORKS THERAPEUTICS INC,85205L107,2778348,89018270,SOLE
SPROUTS FMRS MKT INC,85208M102,11045,1219478,SOLE
STARBUCKS CORP,855244109,1914332,186628227,SOLE
STONECO LTD,G85158106,136011,1531484,SOLE
SUNCOR ENERGY INC NEW,867224107,32183,1188196,SOLE
SYNCHRONY FINANCIAL,87165B103,27880,1390654,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,616979,107150743,SOLE
TAPESTRY INC,876030107,44021,2068107,SOLE
TECHNIPFMC PLC,G87110105,64139,1682366,SOLE
TECK RESOURCES LTD,878742204,27481,1435607,SOLE
TEMPUR SEALY INTL INC,88023U101,1117508,61015937,SOLE
TENET HEALTHCARE CORP,88033G407,7714,1282067,SOLE
TEVA PHARMACEUTICAL INDS LTD,881624209,68779,1239398,SOLE
TEXAS INSTRS INC,882508104,6720,1388150,SOLE
TEXAS ROADHOUSE INC,882681109,14185,2505071,SOLE
TJX COS INC NEW,872540109,4861,571362,SOLE
TOWER SEMICONDUCTOR LTD,M87915274,40134,1776331,SOLE
TRIMBLE INC,896239100,27283,1694001,SOLE
TRIPADVISOR INC,896945201,177265,2568570,SOLE
TWILIO INC,90138F102,766775,50009066,SOLE
UNDER ARMOUR INC,904311107,177369,1580358,SOLE
UNITED STATES STL CORP NEW,912909108,44466,1570984,SOLE
URBAN OUTFITTERS INC,917047102,173730,6655596,SOLE
V F CORP,918204108,23067,460187,SOLE
VALVOLINE INC,92047W101,80456,3367084,SOLE
VAXCYTE INC,92243G108,976249,111555973,SOLE
VERONA PHARMA PLC,925050106,4215973,121293543,SOLE
VICTORIAS SECRET AND CO,926400102,38365,985981,SOLE
VIRIDIAN THERAPEUTICS INC,92790C104,1997153,45435231,SOLE
VISA INC,92826C839,492259,135346612,SOLE
VISTA OUTDOOR INC,928377100,38173,1495618,SOLE
WAVE LIFE SCIENCES LTD,Y95308105,10047520,82389664,SOLE
WAYFAIR INC,94419L101,683970,38425435,SOLE
WEATHERFORD INTL PLC,G48833118,11381,966475,SOLE
WEBSTER FINL CORP,947890109,28283,1318271,SOLE
WENDYS CO,95058W100,89064,1560401,SOLE
WESCO INTL INC,95082P105,12921,2170470,SOLE
WESTERN DIGITAL CORP.,958102105,79002,5395047,SOLE
WINGSTOP INC,974155103,4956,2062092,SOLE
WIX COM LTD,M98068105,5324,890013,SOLE
YETI HLDGS INC,98585X104,59450,2439234,SOLE
ZEBRA TECHNOLOGIES CORPORATI,989207105,6438,2384120,SOLE
ZIFF DAVIS INC,48123V102,42039,2045618,SOLE
ZOOMINFO TECHNOLOGIES INC,98980F104,4287641,44248455,SOLE
ZUMIEZ INC,989817101,79439,1692051,SOLE
