Company,CUSIP,Shares,Value,Discretion,PutCall
KONINKLIJKE PHILIPS NV,500472303,2456190,67299605,SOLE,
LIVE NATION ENTERTAINMENT INC,538034109,526418,80284017,SOLE,
MAKEMYTRIP LTD,V5633W109,64544,2406846,SOLE,
MERCK & CO INC,58933Y105,854212,102753243,SOLE,
META PLATFORMS INC,30303M102,144799,82844021,SOLE,
MICROSOFT CORP,594918104,772,285771,SOLE,
MILLICOM INTERNATIONAL CELLULAR SA,L6388F110,208718,15641327,SOLE,
NATIONAL GRID PLC,636274409,538761,45579151,SOLE,
NATWEST GROUP PLC,639057207,2988309,44525809,SOLE,
NOVARTIS AG,66987V109,1487,227167,SOLE,
NOVO NORDISK A/S,670100205,1174213,43152333,SOLE,
NVIDIA CORP,67066G104,3589,625922,SOLE,
PAGSEGURO DIGITAL LTD,G68707101,4044350,40524387,SOLE,
PDD HOLDINGS INC,722304102,237010,24217682,SOLE,
PETROLEO BRASILEIRO SA - PETROBRAS,71654V101,1495664,28043700,SOLE,
PFIZER INC,717081103,1914219,53751301,SOLE,
PRECISION DRILLING CORP,74022D407,3291,322839,SOLE,
PRUDENTIAL PLC,74435K204,1321151,37560333,SOLE,
QFIN HOLDINGS INC,88557W101,330288,4264018,SOLE,
RELX PLC,759530108,2306409,76457451,SOLE,
RENAISSANCERE HOLDINGS LTD,G7496G103,994,295447,SOLE,
SANOFI SA,80105N105,1064516,51288367,SOLE,
SAP SE,803054204,456005,78072591,SOLE,
SHINHAN FINANCIAL GROUP CO LTD,824596100,253576,15549287,SOLE,
SMITH & NEPHEW PLC,83175M205,953146,30290967,SOLE,
SMURFIT WESTROCK PLC,G8267P108,15566028,620306256,SOLE,
SUMITOMO MITSUI FINANCIAL GROUP INC,86562M209,1267248,25028143,SOLE,
SUMMIT HOTEL PROPERTIES INC,866082100,14838,65584,SOLE,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,874039100,508471,171837774,SOLE,
TAL EDUCATION GROUP,874080104,3478417,39549601,SOLE,
TENCENT MUSIC ENTERTAINMENT GROUP,88034P109,612900,5687712,SOLE,
TEXAS INSTRUMENTS INC,882508104,206214,40034384,SOLE,
UNITEDHEALTH GROUP INC,91324P102,71864,19445629,SOLE,
VANGUARD FTSE ALL WORLD EX-US SMALL-CAP ETF,922042718,103581,15101074,SOLE,
VANGUARD FTSE ALL-WORLD EX-US ETF,922042775,6191,464938,SOLE,
VANGUARD FTSE DEVELOPED MARKETS ETF,921943858,736637,47203675,SOLE,
VANGUARD FTSE EMERGING MARKETS ETF,922042858,7469,403699,SOLE,
VISTA ENERGY SAB DE CV,92837L109,220918,16672681,SOLE,
WALT DISNEY CO/THE,254687106,559882,53961450,SOLE,
WEIBO CORP,948596101,2666202,23329268,SOLE,
WHIRLPOOL CORP,963320106,1201993,64811505,SOLE,
WIPRO LTD,97651M109,443164,939508,SOLE,
ZIM INTEGRATED SHIPPING SERVICES LTD,M9T951109,889550,23439643,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,808110,73069309,SOLE,
