Company,CUSIP,Shares,Value,Discretion
SHIFT4 PAYMENTS INC,82452JAD1,3335000,3166582,DFND
UNITI GROUP INC,91325V108,3397592,9920968,DFND
NORWEGIAN CRUISE LINE HOLDINGS LTD,62886HAX9,3489000,4250474,DFND
COHERUS BIOSCIENCES INC,19249HAB9,3500000,2572509,DFND
CHEGG INC,163092AF6,3502000,2788661,DFND
ARBOR REALTY TRUST INC,038923BA5,3504000,3517140,DFND
HALOZYME THERAPEUTICS INC,40637HAF6,3592000,4001811,DFND
GREEN PLAINS INC,393222AK0,3638000,3240250,DFND
BERRY CORP,08579X101,3697000,23882620,DFND
LIBERTY GLOBAL LTD,G61188101,3801637,66262532,DFND
BRIDGEBIO PHARMA INC,10806XAD4,3818000,3042383,DFND
LANTHEUS HOLDINGS INC,516544AB9,3901000,4866032,DFND
BILIBILI INC,090040AF3,3905000,3817137,DFND
HAEMONETICS CORP,405024AB6,3919000,3532978,DFND
CBL & ASSOCIATES PROPERTIES INC,124830878,4005126,93639869,DFND
MARRIOTT VACATIONS WORLDWIDE CORP,57164YAF4,4201000,3843915,DFND
MARATHON DIGITAL HOLDINGS INC,565788AB2,4276000,3693610,DFND
CHEGG INC,163092AD1,4325000,4022250,DFND
SAREPTA THERAPEUTICS INC,803607AD2,4389000,5657420,DFND
IQIYI INC,G4939KAF3,4400000,4197997,DFND
BLACKSTONE MORTGAGE TRUST INC,09257WAE0,4460000,4014000,DFND
INDIVIOR PLC,G4766E116,4493173,70429767,DFND
PETROLEO BRASILEIRO SA,71654V408,4506453,65298503,DFND
TPI COMPOSITES INC,87266J104,4600642,18356561,DFND
TWO HARBORS INVESTMENT CORP,90187BAB7,4625000,4440000,DFND
ALVOTECH SA,L01800116,4666667,13953334,DFND
ALPHATEC HOLDINGS INC,02081GAB8,4731000,4595591,DFND
EZCORP INC,302301AE6,4780000,4659493,DFND
LIVE NATION ENTERTAINMENT INC,538034BA6,4798000,5315808,DFND
8X8 INC,282914AE0,4810000,3677245,DFND
GROUPON INC,399473AF4,4835000,4129931,DFND
AIR TRANSPORT SERVICES GROUP INC,00922RAB1,5112000,5035317,DFND
REALREAL INC/THE,88339PAD3,5249000,2532117,DFND
PERFICIENT INC,71375UAF8,5415000,5260307,DFND
CRACKER BARREL OLD COUNTRY STORE INC,22410JAB2,5520000,4904559,DFND
SSR MINING INC,784730AB9,5568000,5053795,DFND
NEW MOUNTAIN FINANCE CORP,647551AE0,5576000,5642215,DFND
CHEESECAKE FACTORY INC/THE,163072AA9,5698000,5169608,DFND
UPWORK INC,91688FAB0,5700000,5084890,DFND
EAGLE BULK SHIPPING INC,269442AA7,5745000,12128267,DFND
GERDAU SA,373737105,5888855,19433224,DFND
ALTICE USA INC,02156K103,5939060,12115682,DFND
PENNYMAC MORTGAGE INVESTMENT TRUST,70932AAF0,6011000,5748319,DFND
SUMMIT HOTEL PROPERTIES INC,866082AA8,6048000,5473440,DFND
BANDWIDTH INC,05988JAD5,6056000,4600704,DFND
NUTANIX INC,67059NAH1,6260000,7330460,DFND
ANGLOGOLD ASHANTI PLC,G0378L100,6328888,159044955,DFND
PACIRA BIOSCIENCES INC,695127AF7,6413000,6031426,DFND
ITAU UNIBANCO HOLDING SA,465562106,6646166,38813609,DFND
INNOVIVA INC,45781MAD3,6768000,6108120,DFND
CHESAPEAKE ENERGY CORP,165167735,6870884,564717976,DFND
EVENTBRITE INC,29975EAD1,6921000,5950295,DFND
TECHTARGET INC,87874RAD2,7012000,6785167,DFND
FIVERR INTERNATIONAL LTD,33835LAA3,7303000,6759656,DFND
MESA LABORATORIES INC,59064RAA7,7480000,7065435,DFND
SMARTRENT INC,83193G107,7505294,17937655,DFND
ETSY INC,29786AAN6,7531000,5941534,DFND
SOUTHERN CO/THE,842587DP9,7766000,7942319,DFND
STAR BULK CARRIERS CORP,Y8162K204,7966426,194221465,DFND
AKAMAI TECHNOLOGIES INC,00971TAL5,8176000,7940608,DFND
NUVASIVE INC,670704AJ4,8194000,7896967,DFND
SOLAREDGE TECHNOLOGIES INC,83417MAD6,8222000,7535463,DFND
UNITY SOFTWARE INC,91332UAB7,8302000,7193683,DFND
ON SEMICONDUCTOR CORP,682189AU9,8361000,8041191,DFND
LUMENTUM HOLDINGS INC,55024UAF6,8372000,6629073,DFND
AFFIRM HOLDINGS INC,00827BAB2,8372000,6990620,DFND
ASCENDIS PHARMA A/S,04351PAD3,8476000,9465260,DFND
SNAP INC,83304AAH9,8548000,6846948,DFND
PEBBLEBROOK HOTEL TRUST,70509VAA8,9174000,8141924,DFND
TELADOC HEALTH INC,87918AAF2,9438000,7844837,DFND
H WORLD GROUP LTD,44332NAB2,9465648,10109312,DFND
SHAKE SHACK INC,819047AB7,9703000,8441610,DFND
DIGITALOCEAN HOLDINGS INC,25402DAB8,9938000,8422455,DFND
LIBERTY MEDIA CORP-LIBERTY FORMULA ONE,531229AQ5,10019000,10676868,DFND
REDWOOD TRUST INC,749772AD1,10602000,10337380,DFND
RUNWAY GROWTH FINANCE CORP,78163D100,10779667,126768894,DFND
ENVESTNET INC,29404KAG1,11049000,11894248,DFND
FORD MOTOR CO,345370CZ1,11315000,11467752,DFND
SUNNOVA ENERGY INTERNATIONAL INC,86745KAF1,12750000,6245235,DFND
VALE SA,91912E105,12753203,142453277,DFND
SITIO ROYALTIES CORP,82983N108,12935120,305398183,DFND
CEMEX SAB DE CV,151290889,14689032,93862914,DFND
FIRST MAJESTIC SILVER CORP,32076VAD5,19627000,16282559,DFND
GUARDANT HEALTH INC,40131MAB5,20116000,15606437,DFND
SUNOPTA INC,8676EP108,20726126,111926282,DFND
SEA LTD,81141RAG5,21958000,19180313,DFND
INFINERA CORP,45667G103,25175384,153318088,DFND
JETBLUE AIRWAYS CORP,477143AP6,29024000,25603284,DFND
BANCO BRADESCO SA,059460303,34811777,77978382,DFND
CABLE ONE INC,12685JAE5,39272000,34559360,DFND
GARRETT MOTION INC,366505105,44082816,378671389,DFND
TORM PLC,G89479102,44109986,1724284468,DFND
