Company,CUSIP,Shares,Value,Discretion
L3HARRIS TECHNOLOGIES INC,502431109,58047,13036000,SOLE
LOWES COS INC,548661107,11045,2435000,SOLE
M & T BK CORP,55261F104,91668,13875000,SOLE
MARKER THERAPEUTICS INC,57055L206,15000,81000,SOLE
MCDONALDS CORP,580135101,1070,273000,SOLE
MEDTRONIC PLC,G5960L103,277597,21850000,SOLE
MERCK & CO INC,58933Y105,2862,354000,SOLE
META PLATFORMS INC,30303M102,41238,20793000,SOLE
MICROSOFT CORP,594918104,141606,63291000,SOLE
MORGAN STANLEY,617446448,303851,29531000,SOLE
NEXTERA ENERGY INC,65339F101,230488,16321000,SOLE
NVIDIA CORPORATION,67066G104,8700,1075000,SOLE
PARAMOUNT GLOBAL,92556H206,335712,3488000,SOLE
PAYPAL HLDGS INC,70450Y103,227562,13205000,SOLE
PEPSICO INC,713448108,30566,5041000,SOLE
PFIZER INC,717081103,297256,8317000,SOLE
PNC FINL SVCS GROUP INC,693475105,176710,27475000,SOLE
PROCTER AND GAMBLE CO,742718109,2134,352000,SOLE
PROVIDENT FINL SVCS INC,74386T105,13623,195000,SOLE
QUALCOMM INC,747525103,144739,28829000,SOLE
RTX CORPORATION,75513E101,70559,7083000,SOLE
SELECT SECTOR SPDR TR,81369Y803,1180,267000,SOLE
SKYX PLATFORMS CORP,78471E105,100000,95000,SOLE
SPDR GOLD TR,78463V107,3966,853000,SOLE
SPDR S&P MIDCAP 400 ETF TR,78467Y107,5266,2818000,SOLE
SPDR SER TR,78464A409,3212,257000,SOLE
SPDR SER TR,78468R796,9697,432000,SOLE
SPDR SER TR,78464A763,3847,489000,SOLE
STARBUCKS CORP,855244109,191483,14907000,SOLE
T ROWE PRICE ETF INC,87283Q107,57710,2235000,SOLE
TE CONNECTIVITY LTD,H84989104,94978,14288000,SOLE
TEXAS INSTRS INC,882508104,87689,17058000,SOLE
THERMO FISHER SCIENTIFIC INC,883556102,20189,11165000,SOLE
TYSON FOODS INC,902494103,150176,8581000,SOLE
UNION PAC CORP,907818108,62830,14216000,SOLE
UNITEDHEALTH GROUP INC,91324P102,24886,12673000,SOLE
US BANCORP DEL,902973304,626929,24889000,SOLE
VANGUARD INDEX FDS,922908363,17634,8819000,SOLE
VANGUARD INDEX FDS,922908629,888,215000,SOLE
VANGUARD INDEX FDS,922908751,1078,235000,SOLE
VANGUARD INDEX FDS,922908744,1520,244000,SOLE
VANGUARD INDEX FDS,922908769,3417,914000,SOLE
VANGUARD INDEX FDS,922908736,3049,1140000,SOLE
VANGUARD INTL EQUITY INDEX F,922042858,37528,1642000,SOLE
VANGUARD SPECIALIZED FUNDS,921908844,3481,636000,SOLE
VANGUARD TAX-MANAGED FDS,921943858,158791,7847000,SOLE
VANGUARD WHITEHALL FDS,921946406,60199,7140000,SOLE
VISA INC,92826C839,994,261000,SOLE
WALMART INC,931142103,4841,328000,SOLE
WELLS FARGO CO NEW,949746101,237011,14076000,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,100111,10865000,SOLE
