Company,CUSIP,Shares,Value,Discretion
Regency Centers Corporation,758849103,119660,8643042,SOLE
RenaissanceRe Holdings Ltd,G7496G103,141214,38466694,SOLE
Retail Opportunity Investments Corp.,76131N101,265055,4169315,SOLE
"Rexford Industrial Realty, Inc.",76169C100,209250,10527368,SOLE
RH,74967X103,2240,749123,SOLE
"Rocket Companies, Inc., Class A",77311W101,3163759,60712535,SOLE
SAP SE - ADR,803054204,99355,22762231,SOLE
"Sea Ltd., Class A, ADR",81141R100,649028,61190360,SOLE
"Simon Property Group, Inc.",828806109,83580,14126692,SOLE
"Skechers U.S.A., Inc., Class A",830566105,6000,401520,SOLE
Solventum Corp.,83444M101,5271513,367529886,SOLE
State Street Corp.,857477103,60809,5379772,SOLE
"Sun Communities, Inc.",866674104,26100,3527415,SOLE
"Sunstone Hotel Investors, Inc.",867892101,807870,8337218,SOLE
"Teck Resources Ltd., Class B",878742204,11390911,595061191,SOLE
Terreno Realty Corp.,88146M101,102237,6832499,SOLE
"Texas Instruments, Inc.",882508104,2360962,487703837,SOLE
"Trip.com Group Ltd., ADR",89677Q107,3746822,222673632,SOLE
Truist Financial Corp.,89832Q109,137238,5869669,SOLE
Tyson Foods Inc,902494103,3111577,185325526,SOLE
U.S. Bancorp,902973304,14392993,658191569,SOLE
"UDR, Inc.",902653104,197320,8946489,SOLE
UnitedHealth Group Inc.,91324P102,51132,29895858,SOLE
"Ventas, Inc.",92276F100,281230,18035280,SOLE
Viatris Inc.,92556V106,62647266,727334758,SOLE
"VICI Properties, Inc.",925652109,146190,4869589,SOLE
Wells Fargo & Co.,949746101,14263227,805729673,SOLE
"Welltower, Inc.",95040Q104,29740,3807612,SOLE
"Wesco International, Inc.",95082P105,256020,43006240,SOLE
