Company,CUSIP,Shares,Value,Discretion,PutCall
GRUPO SUPERVIELLE S.A.,40054A108,97077,1028045,SOLE,
GUARDANT HEALTH INC,40131M109,10183,529923,SOLE,
HAMILTON LANE INC,407497106,10061,1429869,SOLE,
HCI GROUP INC,40416E103,13972,2126538,SOLE,
HDFC BANK LTD,40415F101,570679,43753926,SOLE,
HEALTHEQUITY INC,42226A107,8243,863537,SOLE,
HIMS & HERS HEALTH INC,433000106,13949,695358,SOLE,
HONEST CO INC,438333106,144048,733204,SOLE,
HOULIHAN LOKEY INC,441593100,2555,459772,SOLE,
HURON CONSULTING GROUP INC,447462102,10568,1453523,SOLE,
ICICI BANK LIMITED,45104G104,500475,16835979,SOLE,
ICON PLC,G4705A100,540410,78602580,SOLE,
IDEXX LABS INC,45168D104,1195425,641154277,SOLE,
IES HLDGS INC,44951W106,13821,4094195,SOLE,
INSIGHT ENTERPRISES INC,45765U103,9897,1366627,SOLE,
INSTALLED BLDG PRODS INC,45780R101,4335,781687,SOLE,
INTAPP INC,45827U109,5595,288814,SOLE,
IRADIMED CORP,46266A109,24889,1488113,SOLE,
IRSA INVERSIONES Y REP S A,450047303,163598,2278920,SOLE,
ISHARES TR,464287614,225609,95788998,SOLE,
ISHARES TR,464288257,88558,11388570,SOLE,
ISHARES TR,46436E718,4972,500631,SOLE,
ISHARES TR,464288240,22082,1345684,SOLE,
ISHARES TR,464287200,355,220420,SOLE,
ITRON INC,465741106,8703,1145576,SOLE,
IVANHOE ELECTRIC INC,46578C108,114545,1038923,SOLE,
JOBY AVIATION INC,G65163100,355465,3750156,SOLE,
KAROOOOO LTD,Y4600W108,84767,4151888,SOLE,
KORNIT DIGITAL LTD,M6372Q113,36065,718054,SOLE,
KRATOS DEFENSE & SEC SOLUTIO,50077B207,34531,1603965,SOLE,
KURA SUSHI USA INC,501270102,4379,376944,SOLE,
LAS VEGAS SANDS CORP,517834107,13066,568502,SOLE,
LATHAM GROUP INC,51819L107,119217,760604,SOLE,
LIFE TIME GROUP HOLDINGS INC,53190C102,49143,1490507,SOLE,
LIMBACH HLDGS INC,53263P105,15717,2201952,SOLE,
LIQUIDITY SVCS INC,53635B107,40628,958415,SOLE,
LOMA NEGRA C I A S A MTN 14,54150E104,187687,2058926,SOLE,
LUXEXPERIENCE BV,55406W103,30459,241844,SOLE,
MAKEMYTRIP LIMITED MAURITIUS,V5633W109,104962,10288389,SOLE,
MAREX GROUP PLC,G5S37H101,18523,731103,SOLE,
MASTERCARD INCORPORATED,57636Q104,2992048,1681351455,SOLE,
MEDPACE HLDGS INC,58506Q109,4608,1446267,SOLE,
MEDTRONIC PLC,G5960L103,234886,20475022,SOLE,
MERCADOLIBRE INC,58733R102,62189,162539156,SOLE,
MERUS N V,N5749R100,5834,306868,SOLE,
MICROSOFT CORP,594918104,5426123,2699008078,SOLE,
MILLER INDS INC TENN,600551204,11530,512624,SOLE,
MILLICOM INTL CELLULAR S A,L6388F110,18753,702675,SOLE,
MIRION TECHNOLOGIES INC,60471A101,57230,1232162,SOLE,
MIRUM PHARMACEUTICALS INC,604749101,15507,789151,SOLE,
MODINE MFG CO,607828100,19366,1907551,SOLE,
MONDAY COM LTD,M7S64H106,97575,30685399,SOLE,
MSCI INC,55354G100,1741389,1004328671,SOLE,
NATERA INC,632307104,3223,544494,SOLE,
NATURAL GROCERS BY VITAMIN C,63888U108,33669,1321508,SOLE,
NAYAX LTD,M7S750159,12634,635111,SOLE,
NETEASE INC,64110W102,4242,570888,SOLE,
NETFLIX INC,64110L106,815234,1091704546,SOLE,
NIKE INC,654106103,3654,259598,SOLE,
NLIGHT INC,65487K100,30425,598764,SOLE,
NOVO-NORDISK A S,670100205,178669,12331747,SOLE,
NRG ENERGY INC,629377508,6132,984677,SOLE,
NU HLDGS LTD,G6683N103,2486803,34118941,SOLE,
NUSCALE PWR CORP,67079K100,85426,3379453,SOLE,
NUTANIX INC,67059N108,9011,688801,SOLE,
NVIDIA CORPORATION,67066G104,17042,2692466,SOLE,
OCULIS HOLDING AG,H5870P102,19472,377952,SOLE,
ODDITY TECH LTD,M7518J104,33751,2547188,SOLE,
OLLIES BARGAIN OUTLET HLDGS,681116109,7749,1021163,SOLE,
ON HLDG AG,H5919C104,489827,25495494,SOLE,
OPENLANE INC,48238T109,50404,1232378,SOLE,
OPPENHEIMER HLDGS INC,683797104,17982,1182676,SOLE,
OPPFI INC,68386H103,60773,850214,SOLE,
ORACLE CORP,68389X105,11983204,2619887945,SOLE,
OSCAR HEALTH INC,687793109,48000,1029120,SOLE,
PAGAYA TECHNOLOGIES LTD,M7S64L123,34483,735178,SOLE,
PALANTIR TECHNOLOGIES INC,69608A108,2449,333848,SOLE,
PAYCOM SOFTWARE INC,70432V102,2896489,670247486,SOLE,
PAYLOCITY HLDG CORP,70438V106,9223,1671115,SOLE,
PAYPAL HLDGS INC,70450Y103,4228,314225,SOLE,
PDD HOLDINGS INC,722304102,64309,6730580,SOLE,
PELOTON INTERACTIVE INC,70614W100,214366,1487700,SOLE,
PENNANT GROUP INC,70805E109,10960,327156,SOLE,
PHREESIA INC,71944F106,17363,494151,SOLE,
PITNEY BOWES INC,724479100,68222,744302,SOLE,
PLANET FITNESS INC,72703H101,5842,637070,SOLE,
PORCH GROUP INC,733245104,135022,1591909,SOLE,
POWELL INDS INC,739128106,25173,5297658,SOLE,
PREFORMED LINE PRODS CO,740444104,5652,903246,SOLE,
PROGYNY INC,74340E103,64650,1422300,SOLE,
PROTAGONIST THERAPEUTICS INC,74366E102,15999,884265,SOLE,
PURECYCLE TECHNOLOGIES INC,74623V103,91306,1250892,SOLE,
QUALYS INC,74758T303,1452,207447,SOLE,
RAMACO RES INC,75134P600,62205,817374,SOLE,
RAMBUS INC DEL,750917106,20135,1289043,SOLE,
RED VIOLET INC,75704L104,27072,1331942,SOLE,
REPLIGEN CORP,759916109,1917,238436,SOLE,
RESOLUTE HLDGS MGMT INC,76134H101,14337,456920,SOLE,
REVOLVE GROUP INC,76156B107,38091,763725,SOLE,
RIBBON COMMUNICATIONS INC,762544104,130188,522054,SOLE,
SALESFORCE INC,79466L302,4989,1360426,SOLE,
SAMSARA INC,79589L106,36165,1438644,SOLE,
SAP SE,803054204,486471,147935796,SOLE,
SEA LTD,81141R100,83932,13424131,SOLE,
SERVICENOW INC,81762P102,1176895,1209941837,SOLE,
SERVICETITAN INC,81764X103,3461,370950,SOLE,
SHAKE SHACK INC,819047101,9632,1354259,SOLE,
SHOPIFY INC,82509L107,14690160,1694509943,SOLE,
SIONNA THERAPEUTICS INC,829401108,16975,294516,SOLE,
SITEONE LANDSCAPE SUPPLY INC,82982L103,1821,220232,SOLE,
SITIME CORP,82982T106,2312,492641,SOLE,
SKYWEST INC,830879102,11839,1219062,SOLE,
SOFI TECHNOLOGIES INC,83406F102,170896,3112016,SOLE,
SPDR S&P 500 ETF TR,78462F103,2582,1595411,SOLE,
SPOTIFY TECHNOLOGY S A,L8681T102,29446,22595264,SOLE,
SPROUTS FMRS MKT INC,85208M102,6068,999036,SOLE,
STARBUCKS CORP,855244109,9668618,885935504,SOLE,
STERLING INFRASTRUCTURE INC,859241101,3569,823475,SOLE,
STRATASYS LTD,M85548101,81732,937466,SOLE,
STRIDE INC,86333M108,9420,1367690,SOLE,
SWEETGREEN INC,87043Q108,22651,337047,SOLE,
SYMBOTIC INC,87151X101,20003,777117,SOLE,
TALEN ENERGY CORP,87422Q109,5826,1694026,SOLE,
TECHNIPFMC PLC,G87110105,51582,1776484,SOLE,
TEMPUS AI INC,88023B103,6759,429467,SOLE,
TENCENT MUSIC ENTMT GROUP,88034P109,991883,19331800,SOLE,
TESLA INC,88160R101,6722,2135311,SOLE,
TG THERAPEUTICS INC,88322Q108,14768,531500,SOLE,
THE REAL BROKERAGE INC,75585H206,401325,1809976,SOLE,
THERMO FISHER SCIENTIFIC INC,883556102,2190348,888098672,SOLE,
THREDUP INC,88556E102,52989,396888,SOLE,
TRANSMEDICS GROUP INC,89377M109,11385,1525704,SOLE,
TREX CO INC,89531P105,5961,324159,SOLE,
TWILIO INC,90138F102,13313,1655605,SOLE,
UBER TECHNOLOGIES INC,90353T100,18526,1728476,SOLE,
UNITEDHEALTH GROUP INC,91324P102,6174,1926106,SOLE,
UNIVERSAL TECHNICAL INST INC,913915104,48007,1626957,SOLE,
VANGUARD INDEX FDS,922908736,12907,5658519,SOLE,
VANGUARD INTL EQUITY INDEX F,922042742,5534,711170,SOLE,
VICTORY CAP HLDGS INC,92645B103,21386,1361647,SOLE,
VISA INC,92826C839,5611098,1992220328,SOLE,
VISTA ENERGY S.A.B. DE C.V.,92837L109,14062,672304,SOLE,
VISTRA CORP,92840M102,5973,1157627,SOLE,
VSE CORP,918284100,39583,5184581,SOLE,
WARBY PARKER INC,93403J106,105204,2307124,SOLE,
WAYFAIR INC,94419L101,17286,884006,SOLE,
WESTERN ALLIANCE BANCORP,957638109,5483,427564,SOLE,
WILLIS LEASE FIN CORP,970646105,5277,753450,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,314075,96263915,SOLE,
WILLSCOT HLDGS CORP,971378104,34182,936587,SOLE,
WORKDAY INC,98138H101,3571930,857263257,SOLE,
XERIS BIOPHARMA HOLDINGS INC,98422E103,132994,621082,SOLE,
XOMETRY INC,98423F109,7702,260251,SOLE,
YPF SOCIEDAD ANONIMA,984245100,13701,430896,SOLE,
ZOETIS INC,98978V103,8421026,1313259043,SOLE,
